File Path,Label
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_12.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_13.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_11.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_10.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_18.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_19.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_9.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.48.13/aug_8.png,Screenshot 2024-08-05 at 17.48.13
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_6.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_7.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_5.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_4.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_0.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_1.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_3.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_2.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_14.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_15.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_17.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_16.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_12.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_13.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_11.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_10.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_18.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_19.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_9.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.29.24/aug_8.png,Screenshot 2024-08-05 at 17.29.24
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_6.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_7.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_5.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_4.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_0.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_1.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_3.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_2.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_14.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_15.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_17.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_16.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_12.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_13.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_11.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_10.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_18.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_19.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_9.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.20/aug_8.png,Screenshot 2024-08-05 at 17.35.20
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_6.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_7.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_5.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_4.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_0.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_1.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_3.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_2.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_14.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_15.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_17.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_16.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_12.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_13.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_11.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_10.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_18.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_19.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_9.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.35.18/aug_8.png,Screenshot 2024-08-05 at 17.35.18
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_6.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_7.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_5.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_4.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_0.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_1.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_3.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_2.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_14.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_15.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_17.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_16.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_12.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_13.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_11.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_10.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_18.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_19.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_9.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.31.28/aug_8.png,Screenshot 2024-08-05 at 17.31.28
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_6.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_7.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_5.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_4.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_0.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_1.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_3.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_2.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_14.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_15.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_17.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_16.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_12.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_13.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_11.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_10.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_18.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_19.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_9.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.35.27/aug_8.png,Screenshot 2024-08-05 at 17.35.27
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_6.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_7.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_5.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_4.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_0.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_1.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_3.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_2.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_14.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_15.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_17.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_16.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_12.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_13.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_11.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_10.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_18.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_19.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_9.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.43.53/aug_8.png,Screenshot 2024-08-05 at 17.43.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_6.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_7.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_5.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_4.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_0.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_1.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_3.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_2.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_14.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_15.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_17.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_16.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_12.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_13.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_11.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_10.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_18.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_19.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_9.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.53.53/aug_8.png,Screenshot 2024-08-05 at 17.53.53
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_6.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_7.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_5.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_4.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_0.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_1.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_3.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_2.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_14.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_15.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_17.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_16.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_12.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_13.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_11.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_10.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_18.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_19.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_9.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.36.54/aug_8.png,Screenshot 2024-08-05 at 17.36.54
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_6.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_7.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_5.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_4.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_0.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_1.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_3.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_2.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_14.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_15.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_17.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_16.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_12.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_13.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_11.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_10.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_18.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_19.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_9.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.31.44/aug_8.png,Screenshot 2024-08-05 at 17.31.44
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_6.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_7.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_5.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_4.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_0.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_1.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_3.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_2.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_14.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_15.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_17.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_16.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_12.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_13.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_11.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_10.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_18.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_19.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_9.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.22.37/aug_8.png,Screenshot 2024-08-05 at 17.22.37
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_6.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_7.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_5.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_4.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_0.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_1.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_3.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_2.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_14.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_15.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_17.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_16.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_12.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_13.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_11.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_10.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_18.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_19.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_9.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.54.43/aug_8.png,Screenshot 2024-08-05 at 17.54.43
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_6.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_7.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_5.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_4.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_0.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_1.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_3.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_2.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_14.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_15.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_17.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_16.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_12.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_13.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_11.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_10.png,Screenshot 2024-08-05 at 17.43.36
augmented_symbols/Screenshot 2024-08-05 at 17.43.36/aug_18.png,Screenshot 2024-08-05 at 17.43.36
